ID,Sale_Category,Product_Source_ID,Product_Associate_ID,Distance
2560,Additive,71,15,44.26
2561,Additive,15,32,31.02
2562,Additive,18,53,27.8
2563,Associative,82,67,3.35
2564,Additive,88,4,52.51
2565,Additive,2,30,98.84
2566,Additive,84,13,81.71
2567,Additive,98,21,89.85
2568,Additive,43,41,62.5
2569,Associative,26,19,48.66
2570,Additive,71,48,99.06
2571,Associative,38,86,45.27
2572,Associative,94,63,91.77
2573,Associative,42,20,76.42
2574,Associative,5,64,33.77
2575,Additive,11,37,50.8
2576,Associative,65,31,39.05
2577,Associative,34,74,14.49
2578,Additive,1,18,36.32
2579,Additive,83,20,89.01
2580,Additive,2,82,75.51
2581,Associative,85,11,28.48
2582,Additive,20,86,37.42
2583,Additive,61,44,62.03
2584,Associative,87,82,42.2
2585,Additive,21,64,50.8
2586,Additive,88,34,70.12
2587,Additive,68,87,47.26
2588,Additive,12,65,19.91
2589,Associative,22,55,52.54
2590,Additive,20,74,36.26
2591,Additive,82,1,29.78
2592,Associative,1,38,33.48
2593,Additive,30,9,44.46
2594,Associative,97,95,88.77
2595,Additive,24,71,73.67
2596,Associative,14,17,67.12
2597,Associative,36,99,47.65
2598,Associative,69,52,1.18
2599,Associative,75,18,34.71
2600,Additive,24,63,81.51
2601,Associative,60,33,39.43
2602,Additive,95,4,56.82
2603,Associative,55,87,21.27
2604,Associative,77,75,91.67
2605,Associative,80,52,92.39
2606,Additive,24,9,15.46
2607,Associative,77,64,72.69
2608,Additive,24,30,8.45
2609,Additive,54,8,60.26
2610,Additive,26,5,18.69
2611,Additive,66,76,15.42
2612,Additive,80,63,1.41
2613,Additive,38,1,94.14
2614,Additive,65,15,83.1
2615,Additive,75,89,8.67
2616,Additive,51,82,60.34
2617,Associative,35,38,24.06
2618,Associative,43,42,27.14
2619,Associative,29,46,87.54
2620,Associative,37,53,12.32
2621,Associative,81,26,60.55
2622,Additive,58,61,40.72
2623,Additive,54,67,19.89
2624,Additive,39,54,45.74
2625,Additive,42,22,94.11
2626,Additive,28,26,78.38
2627,Additive,29,83,14.08
2628,Additive,43,60,85.09
2629,Associative,3,39,93.81
2630,Associative,10,36,28.42
2631,Associative,59,21,34.01
2632,Associative,14,41,13.5
2633,Additive,76,48,35.15
2634,Additive,47,26,67.64
2635,Additive,42,63,27.94
2636,Associative,94,77,1.68
2637,Additive,32,36,34.52
2638,Additive,32,24,45.86
2639,Additive,42,90,57.07
2640,Associative,32,21,68.7
2641,Additive,26,18,7.12
2642,Associative,1,15,47.51
2643,Associative,56,79,27.37
2644,Associative,2,6,94.85
2645,Associative,81,43,36.63
2646,Additive,30,31,10.91
2647,Associative,71,28,5.11
2648,Associative,52,8,27.28
2649,Additive,91,29,18.71
2650,Additive,9,21,65.33
2651,Associative,22,81,84.85
2652,Additive,34,88,31.94
2653,Associative,49,58,58.2
2654,Associative,1,60,73.3
2655,Associative,73,50,40.45
2656,Associative,84,100,7.57
2657,Additive,53,31,23.69
2658,Associative,83,47,88.42
2659,Additive,100,34,82.62
2660,Additive,40,2,9.57
2661,Additive,45,67,23.17
2662,Additive,68,94,77.15
2663,Associative,9,72,49.1
2664,Additive,22,52,76.24
2665,Associative,18,7,21.9
2666,Additive,76,76,95.32
2667,Additive,43,19,78.58
2668,Associative,39,90,20.55
2669,Associative,73,92,56.29
2670,Associative,6,15,12.2
2671,Additive,83,78,36.78
2672,Additive,48,48,66.3
2673,Associative,7,14,33.68
2674,Associative,80,3,66.02
2675,Associative,69,50,25.23
2676,Associative,16,93,72.4
2677,Additive,1,54,36.6
2678,Associative,37,6,79.26
2679,Associative,83,49,14.53
2680,Associative,37,23,36.84
2681,Associative,81,92,46.93
2682,Additive,64,78,42.96
2683,Associative,90,78,43.88
2684,Additive,86,20,45.04
2685,Associative,62,77,98.89
2686,Associative,72,91,20.12
2687,Additive,61,60,77.1
2688,Associative,33,99,55.63
2689,Additive,66,45,41.95
2690,Additive,30,61,63.72
2691,Associative,20,56,85.5
2692,Additive,60,2,47.2
2693,Additive,82,45,86.62
2694,Additive,74,40,10.29
2695,Additive,24,24,65.66
2696,Additive,4,29,33.98
2697,Additive,37,67,39.28
2698,Additive,4,68,57.53
2699,Additive,77,66,48.51
2700,Associative,89,84,38.8
2701,Associative,77,54,31.52
2702,Additive,18,53,62.21
2703,Associative,88,79,51.05
2704,Additive,66,49,33.01
2705,Additive,48,32,21.29
2706,Associative,33,61,77.67
2707,Additive,58,42,80.17
2708,Additive,83,1,22.17
2709,Additive,73,63,26.9
2710,Additive,28,35,24.68
2711,Associative,35,51,88.57
2712,Additive,10,71,77.64
2713,Additive,65,45,8.38
2714,Additive,42,77,83.43
2715,Associative,85,65,4.65
2716,Additive,9,14,26.07
2717,Associative,60,93,91.98
2718,Associative,15,3,86.57
2719,Additive,99,24,78.36
2720,Additive,57,65,46.3
2721,Associative,69,48,32.82
2722,Additive,22,10,88.27
2723,Associative,64,13,66.05
2724,Associative,41,100,30.26
2725,Additive,87,73,46.86
2726,Additive,71,14,88.27
2727,Associative,56,100,90.44
2728,Associative,23,10,66.27
2729,Associative,25,40,73.52
2730,Associative,91,23,4.89
2731,Additive,6,99,60.86
2732,Additive,34,55,69.21
2733,Additive,63,63,3.02
2734,Additive,9,71,84.54
2735,Additive,60,42,92.9
2736,Associative,49,99,24.56
2737,Additive,97,66,84.73
2738,Additive,51,79,66.89
2739,Additive,60,73,58.49
2740,Additive,70,47,84.47
2741,Additive,37,81,29.28
2742,Associative,31,52,79.29
2743,Associative,98,18,32.14
2744,Associative,41,79,78.96
2745,Additive,62,18,45.65
2746,Associative,93,24,12.58
2747,Associative,58,23,38.77
2748,Additive,14,12,24.12
2749,Additive,36,23,10.95
2750,Additive,36,21,11.92
2751,Associative,79,64,78.23
2752,Associative,8,90,88.26
2753,Additive,26,72,92.79
2754,Additive,36,94,85.54
2755,Associative,48,34,83.19
2756,Associative,85,2,7.81
2757,Additive,28,69,79.22
2758,Additive,68,31,78.54
2759,Associative,62,97,14.0
2760,Additive,80,68,66.54
2761,Associative,86,70,45.8
2762,Associative,76,87,90.1
2763,Associative,80,19,69.85
2764,Associative,51,72,95.15
2765,Additive,42,13,11.39
2766,Additive,29,65,5.02
2767,Associative,82,6,97.38
2768,Associative,10,71,8.94
2769,Associative,39,27,39.23
2770,Associative,82,79,65.35
2771,Associative,1,52,88.13
2772,Additive,39,98,26.2
2773,Additive,21,87,3.88
2774,Additive,65,48,52.61
2775,Additive,15,88,47.64
2776,Associative,4,79,31.38
2777,Associative,60,99,87.52
2778,Associative,61,68,75.18
2779,Associative,20,44,85.95
2780,Associative,10,17,17.02
2781,Additive,87,95,69.55
2782,Associative,34,38,97.54
2783,Additive,48,10,61.58
2784,Additive,33,54,17.97
2785,Additive,98,91,99.58
2786,Additive,61,6,53.3
2787,Associative,10,6,84.17
2788,Additive,54,52,15.79
2789,Additive,84,15,66.94
2790,Additive,65,68,91.35
2791,Associative,77,57,53.67
2792,Associative,1,56,29.58
2793,Associative,5,7,13.61
2794,Additive,80,51,30.3
2795,Additive,15,58,36.13
2796,Associative,28,64,71.29
2797,Additive,95,26,18.68
2798,Associative,23,58,11.5
2799,Associative,17,31,39.31
2800,Additive,98,66,46.41
2801,Additive,13,92,63.21
2802,Additive,14,13,71.05
2803,Additive,11,18,89.04
2804,Associative,28,94,29.61
2805,Associative,42,75,53.33
2806,Associative,96,13,37.24
2807,Associative,99,24,1.14
2808,Associative,61,57,58.36
2809,Additive,64,29,81.76
2810,Associative,31,56,4.61
2811,Associative,81,54,1.35
2812,Associative,73,5,73.05
2813,Additive,10,35,68.7
2814,Additive,8,19,41.18
2815,Additive,21,55,66.5
2816,Additive,77,77,95.39
2817,Associative,59,69,25.54
2818,Associative,50,44,25.35
2819,Additive,69,78,19.44
2820,Additive,70,38,72.67
2821,Associative,30,62,35.97
2822,Associative,95,22,98.88
2823,Additive,17,73,71.75
2824,Additive,75,40,37.37
2825,Additive,20,26,15.77
2826,Additive,48,5,59.61
2827,Associative,73,93,30.2
2828,Associative,2,54,90.65
2829,Associative,37,86,44.7
2830,Additive,1,49,29.97
2831,Additive,4,3,59.27
2832,Associative,100,92,14.56
2833,Associative,54,38,56.59
2834,Associative,25,14,6.56
2835,Associative,3,47,61.08
2836,Additive,9,14,53.49
2837,Associative,86,75,52.56
2838,Associative,87,73,68.73
2839,Associative,76,38,5.4
2840,Associative,74,64,46.51
2841,Associative,34,44,44.96
2842,Associative,43,70,46.52
2843,Associative,74,65,98.01
2844,Additive,94,25,14.79
2845,Additive,22,16,69.35
2846,Additive,70,15,40.8
2847,Additive,2,98,51.66
2848,Associative,94,81,76.48
2849,Additive,66,3,16.58
2850,Additive,32,67,76.59
2851,Associative,16,37,7.96
2852,Associative,76,81,48.85
2853,Additive,1,55,74.47
2854,Additive,72,38,20.06
2855,Associative,48,63,77.32
2856,Additive,50,1,17.51
2857,Associative,13,71,80.12
2858,Associative,15,90,47.42
2859,Associative,53,19,68.78
2860,Associative,44,52,91.82
2861,Additive,8,30,41.43
2862,Associative,74,55,24.06
2863,Associative,46,14,86.85
2864,Additive,69,13,17.0
2865,Associative,19,84,63.52
2866,Additive,38,90,92.4
2867,Additive,11,27,67.77
2868,Additive,43,89,20.37
2869,Associative,20,9,16.08
2870,Additive,20,41,25.98
2871,Additive,21,48,39.75
2872,Associative,82,12,16.76
2873,Additive,57,10,79.98
2874,Additive,50,6,36.35
2875,Additive,74,34,93.67
2876,Additive,98,52,84.41
2877,Additive,26,41,90.97
2878,Associative,30,83,30.15
2879,Additive,73,6,57.8
2880,Additive,31,2,32.82
2881,Associative,42,15,26.44
2882,Associative,68,17,61.1
2883,Associative,61,16,81.98
2884,Additive,61,28,10.27
2885,Associative,70,85,28.3
2886,Additive,78,72,21.31
2887,Additive,68,10,80.04
2888,Associative,90,10,93.4
2889,Associative,17,10,8.91
2890,Additive,19,73,38.54
2891,Associative,51,28,91.54
2892,Additive,70,24,35.12
2893,Associative,63,19,71.55
2894,Associative,93,97,10.97
2895,Associative,75,68,44.99
2896,Additive,80,56,50.83
2897,Associative,30,67,76.01
2898,Additive,25,42,29.59
2899,Additive,75,12,27.15
2900,Additive,71,18,30.99
2901,Additive,26,23,56.01
2902,Associative,56,84,87.72
2903,Additive,22,6,83.26
2904,Additive,89,53,6.74
2905,Associative,19,98,88.02
2906,Additive,31,42,10.42
2907,Associative,26,66,42.12
2908,Additive,42,30,76.78
2909,Associative,41,9,9.07
2910,Additive,100,91,5.0
2911,Associative,23,42,33.67
2912,Additive,47,34,73.26
2913,Additive,13,40,52.65
2914,Associative,89,88,42.28
2915,Associative,66,17,81.49
2916,Associative,66,29,76.9
2917,Associative,16,100,78.82
2918,Additive,73,50,46.51
2919,Additive,28,76,2.93
2920,Associative,77,95,18.04
2921,Additive,35,49,74.39
2922,Associative,41,73,75.56
2923,Associative,77,61,97.26
2924,Additive,31,83,19.83
2925,Additive,85,46,13.17
2926,Additive,32,46,14.74
2927,Additive,54,17,19.29
2928,Additive,98,66,53.32
2929,Additive,72,5,97.55
2930,Additive,59,54,59.35
2931,Associative,41,16,52.75
2932,Associative,66,81,67.66
2933,Associative,96,91,8.32
2934,Associative,54,7,81.72
2935,Associative,40,8,65.04
2936,Additive,28,72,17.95
2937,Associative,37,87,63.44
2938,Associative,65,96,60.02
2939,Associative,74,82,7.42
2940,Associative,55,38,27.43
2941,Associative,4,54,39.7
2942,Associative,99,76,25.24
2943,Associative,10,15,25.07
2944,Additive,47,92,57.72
2945,Additive,75,50,47.62
2946,Associative,14,56,67.06
2947,Additive,38,95,95.68
2948,Additive,12,9,66.4
2949,Additive,45,8,58.63
2950,Additive,17,19,84.91
2951,Associative,80,51,63.58
2952,Additive,35,72,17.39
2953,Additive,66,98,32.16
2954,Additive,75,57,73.6
2955,Associative,41,68,74.1
2956,Associative,67,31,98.71
2957,Associative,29,3,63.07
2958,Associative,18,99,90.05
2959,Associative,20,83,6.4
2960,Associative,14,43,57.06
2961,Associative,34,29,92.06
2962,Additive,49,10,29.44
2963,Additive,54,12,16.33
2964,Additive,31,46,35.7
2965,Associative,58,30,79.43
2966,Associative,42,94,9.39
2967,Associative,58,82,60.43
2968,Associative,82,88,14.43
2969,Associative,30,32,44.12
2970,Additive,25,73,96.63
2971,Additive,63,47,20.32
2972,Associative,19,88,4.37
2973,Associative,72,63,43.29
2974,Associative,92,26,58.19
2975,Associative,8,3,30.45
2976,Additive,95,23,54.64
2977,Associative,3,75,95.39
2978,Associative,67,74,31.87
2979,Associative,86,50,31.63
2980,Associative,81,36,48.79
2981,Additive,100,13,52.02
2982,Associative,17,29,1.14
2983,Associative,14,38,61.97
2984,Additive,9,77,99.74
2985,Additive,62,90,29.91
2986,Additive,94,84,63.45
2987,Associative,21,5,1.46
2988,Associative,76,20,60.83
2989,Additive,37,78,45.26
2990,Additive,96,14,53.5
2991,Additive,11,8,54.85
2992,Additive,20,48,18.52
2993,Additive,35,13,77.23
2994,Additive,53,24,55.99
2995,Associative,47,79,27.75
2996,Associative,75,65,93.8
2997,Associative,52,86,2.26
2998,Additive,8,34,72.87
2999,Additive,4,51,38.74
3000,Additive,27,3,52.73
3001,Additive,44,90,29.86
3002,Additive,40,78,32.8
3003,Additive,47,58,2.5
3004,Associative,94,72,73.25
3005,Associative,44,55,71.37
3006,Additive,48,80,65.78
3007,Associative,91,42,87.92
3008,Additive,85,21,90.23
3009,Associative,52,10,56.09
3010,Additive,84,57,68.8
3011,Additive,68,25,2.09
3012,Associative,11,56,84.79
3013,Associative,77,38,81.82
3014,Additive,73,86,3.0
3015,Additive,4,61,54.74
3016,Associative,76,47,90.76
3017,Associative,73,54,18.96
3018,Additive,77,46,35.91
3019,Associative,48,68,33.77
3020,Additive,26,4,36.24
3021,Additive,77,94,5.15
3022,Additive,39,66,28.62
3023,Additive,92,93,30.19
3024,Associative,58,43,86.72
3025,Associative,19,62,35.86
3026,Associative,88,100,45.27
3027,Associative,83,85,38.69
3028,Associative,77,85,12.95
3029,Associative,77,85,99.05
3030,Associative,58,4,82.76
3031,Additive,28,65,54.55
3032,Associative,66,62,48.16
3033,Associative,10,90,65.28
3034,Additive,86,2,33.32
3035,Associative,77,9,5.98
3036,Associative,58,57,41.03
3037,Additive,73,45,98.41
3038,Associative,97,18,19.05
3039,Associative,14,48,53.24
3040,Associative,84,42,1.84
3041,Additive,15,41,13.08
3042,Associative,96,75,59.13
3043,Associative,33,89,30.44
3044,Additive,17,90,90.66
3045,Associative,24,58,41.21
3046,Additive,30,100,21.6
3047,Additive,62,42,55.01
3048,Associative,13,35,79.7
3049,Additive,62,38,2.92
3050,Additive,47,67,51.05
3051,Associative,16,41,77.57
3052,Additive,66,99,11.26
3053,Additive,81,50,90.38
3054,Associative,96,86,27.19
3055,Associative,43,72,17.89
3056,Associative,8,79,59.34
3057,Additive,3,45,18.33
3058,Associative,12,71,68.29
3059,Additive,84,19,49.52
3060,Additive,16,17,11.89
3061,Additive,78,65,91.34
3062,Additive,80,93,67.65
3063,Additive,59,77,55.05
3064,Additive,49,56,38.06
3065,Additive,63,93,14.35
3066,Associative,62,41,71.04
3067,Associative,49,42,81.55
3068,Additive,51,6,13.46
3069,Additive,33,69,49.96
3070,Associative,30,98,49.0
3071,Additive,59,75,35.64
3072,Associative,76,73,79.14
3073,Associative,15,40,10.85
3074,Associative,82,41,21.3
3075,Additive,92,9,1.16
3076,Additive,23,8,37.93
3077,Associative,78,44,29.83
3078,Associative,94,58,86.83
3079,Associative,97,67,74.84
3080,Associative,45,13,9.36
3081,Associative,62,19,74.35
3082,Additive,79,98,67.86
3083,Associative,71,96,28.89
3084,Additive,15,49,2.53
3085,Associative,46,80,12.4
3086,Additive,64,100,25.74
3087,Additive,46,82,81.85
3088,Additive,56,78,47.07
3089,Additive,44,30,91.92
3090,Additive,75,66,79.13
3091,Additive,29,77,29.42
3092,Associative,95,91,84.69
3093,Additive,62,59,12.56
3094,Associative,89,53,4.58
3095,Additive,52,52,61.25
3096,Additive,54,81,34.83
3097,Associative,88,31,33.61
3098,Additive,57,15,69.03
3099,Associative,83,20,85.16
3100,Associative,66,5,32.9
3101,Associative,22,7,33.18
3102,Associative,20,18,53.85
3103,Additive,33,56,65.67
3104,Additive,72,75,21.09
3105,Associative,25,96,91.36
3106,Additive,46,91,65.79
3107,Additive,73,90,62.89
3108,Associative,98,45,90.52
3109,Additive,57,28,90.82
3110,Associative,87,50,14.42
3111,Associative,5,2,15.36
3112,Additive,55,84,76.43
3113,Additive,61,68,95.73
3114,Additive,89,77,66.98
3115,Associative,8,24,41.72
3116,Associative,16,48,68.66
3117,Additive,48,45,23.65
3118,Additive,61,93,99.8
3119,Additive,15,58,43.68
3120,Additive,65,36,93.24
3121,Associative,22,2,43.65
3122,Additive,3,18,92.89
3123,Associative,54,49,34.23
3124,Associative,14,8,76.29
3125,Additive,36,58,95.15
3126,Additive,82,15,64.95
3127,Additive,82,17,68.08
3128,Associative,67,23,11.19
3129,Additive,10,66,47.95
3130,Additive,49,70,88.79
3131,Associative,65,93,24.85
3132,Additive,91,27,79.05
3133,Associative,57,37,67.9
3134,Additive,27,49,23.08
3135,Associative,75,64,29.0
3136,Additive,5,34,43.33
3137,Additive,71,18,13.39
3138,Associative,83,64,91.42
3139,Associative,57,74,74.2
3140,Additive,93,44,37.13
3141,Associative,15,17,30.67
3142,Associative,99,59,69.27
3143,Associative,76,13,43.0
3144,Associative,30,52,23.7
3145,Additive,20,60,43.58
3146,Additive,37,42,87.26
3147,Associative,3,91,7.79
3148,Associative,73,64,37.47
3149,Associative,41,66,96.27
3150,Associative,39,34,2.47
3151,Additive,26,95,89.17
3152,Additive,2,87,38.11
3153,Associative,23,71,19.76
3154,Associative,23,64,2.48
3155,Associative,85,33,7.98
3156,Additive,16,12,18.01
3157,Associative,9,76,3.52
3158,Additive,13,19,34.25
3159,Associative,28,9,5.44
3160,Additive,27,74,69.53
3161,Associative,51,17,82.07
3162,Additive,64,50,88.86
3163,Associative,52,39,55.36
3164,Associative,81,41,94.7
3165,Associative,38,10,1.56
3166,Additive,100,12,14.27
3167,Associative,65,79,30.02
3168,Additive,18,95,79.11
3169,Additive,63,15,88.65
3170,Associative,51,28,62.2
3171,Associative,9,4,38.94
3172,Associative,13,36,66.92
3173,Additive,40,65,18.91
3174,Associative,55,98,46.33
3175,Additive,79,47,51.25
3176,Additive,43,81,11.38
3177,Associative,44,39,4.35
3178,Associative,68,38,75.26
3179,Associative,33,44,53.94
3180,Associative,24,51,33.89
3181,Associative,36,97,44.29
3182,Associative,10,85,95.81
3183,Additive,100,26,39.11
3184,Additive,20,36,11.24
3185,Additive,75,69,46.9
3186,Associative,12,97,65.16
3187,Additive,62,1,2.2
3188,Additive,18,53,33.9
3189,Additive,94,6,39.96
3190,Additive,63,37,46.91
3191,Additive,84,2,30.87
3192,Associative,25,69,67.03
3193,Associative,12,90,94.53
3194,Additive,21,41,91.49
3195,Additive,25,51,66.77
3196,Additive,11,47,51.18
3197,Associative,64,13,82.76
3198,Associative,73,76,83.76
3199,Additive,50,69,83.13
3200,Associative,62,66,16.63
3201,Associative,89,59,3.52
3202,Additive,99,68,98.34
3203,Associative,96,59,96.01
3204,Associative,49,91,56.87
3205,Additive,14,10,99.31
3206,Associative,1,13,77.28
3207,Associative,81,2,52.22
3208,Additive,25,90,39.54
3209,Associative,59,15,59.69
3210,Associative,72,46,52.06
3211,Additive,69,57,99.39
3212,Additive,5,10,49.56
3213,Additive,99,22,83.76
3214,Associative,19,89,81.55
3215,Additive,23,79,8.07
3216,Associative,9,77,9.61
3217,Additive,94,8,66.32
3218,Associative,50,21,26.65
3219,Additive,16,85,66.1
3220,Additive,33,22,15.32
3221,Additive,2,97,40.31
3222,Additive,14,45,11.14
3223,Associative,1,91,28.93
3224,Additive,90,40,9.74
3225,Additive,58,22,97.09
3226,Associative,89,30,40.11
3227,Additive,16,62,90.22
3228,Associative,79,73,97.15
3229,Additive,90,45,91.05
3230,Additive,47,35,46.04
3231,Additive,44,82,78.11
3232,Associative,80,42,16.22
3233,Additive,14,5,10.39
3234,Additive,93,27,87.81
3235,Additive,24,70,4.08
3236,Associative,55,62,97.26
3237,Associative,15,32,67.54
3238,Additive,83,8,42.54
3239,Associative,72,85,15.0
3240,Additive,34,18,72.6
3241,Additive,2,78,56.75
3242,Additive,27,15,71.4
3243,Additive,74,26,42.37
3244,Additive,99,53,7.56
3245,Additive,87,44,32.18
3246,Additive,72,32,32.19
3247,Associative,92,28,1.86
3248,Associative,23,39,1.95
3249,Associative,68,32,33.75
3250,Associative,14,77,73.03
3251,Associative,63,79,62.78
3252,Associative,93,18,24.66
3253,Associative,65,70,60.67
3254,Additive,68,11,65.09
3255,Additive,63,32,52.73
3256,Additive,96,20,52.61
3257,Additive,97,97,37.61
3258,Associative,90,40,13.22
3259,Associative,81,8,39.16
3260,Additive,87,35,35.19
3261,Additive,64,69,59.61
3262,Associative,32,99,85.77
3263,Additive,79,78,38.16
3264,Additive,13,21,71.26
3265,Additive,66,24,81.37
3266,Additive,19,17,21.96
3267,Associative,24,18,90.26
3268,Additive,88,98,7.97
3269,Additive,11,12,90.27
3270,Associative,59,16,17.2
3271,Associative,86,4,34.38
3272,Additive,15,89,60.92
3273,Associative,10,34,90.66
3274,Additive,41,92,26.31
3275,Additive,27,46,76.59
3276,Associative,60,75,71.33
3277,Additive,73,77,16.81
3278,Additive,52,31,48.47
3279,Additive,28,25,48.67
3280,Additive,65,74,31.16
3281,Associative,17,24,78.21
3282,Associative,95,65,92.67
3283,Additive,44,25,71.94
3284,Associative,10,28,97.32
3285,Additive,63,36,6.0
3286,Additive,93,82,4.69
3287,Additive,82,6,89.49
3288,Additive,47,66,89.88
3289,Additive,38,67,11.6
3290,Associative,70,72,36.39
3291,Additive,76,95,83.7
3292,Associative,53,48,13.73
3293,Associative,78,83,27.48
3294,Additive,44,70,68.42
3295,Additive,74,78,98.21
3296,Additive,54,67,79.92
3297,Additive,20,48,77.95
3298,Additive,79,65,34.92
3299,Associative,31,44,66.47
3300,Additive,7,94,12.2
3301,Additive,58,63,99.23
3302,Associative,10,46,48.58
3303,Associative,10,19,64.24
3304,Additive,39,64,87.74
3305,Associative,28,83,1.1
3306,Additive,30,73,97.62
3307,Associative,37,71,36.56
3308,Associative,67,50,34.62
3309,Additive,43,63,15.36
3310,Associative,79,41,85.96
3311,Associative,85,7,87.21
3312,Associative,52,9,2.98
3313,Associative,56,4,6.52
3314,Associative,76,89,91.92
3315,Associative,68,49,13.16
3316,Additive,9,76,62.47
3317,Additive,92,6,62.35
3318,Associative,23,82,87.1
3319,Additive,63,21,57.69
3320,Additive,61,15,43.97
3321,Additive,40,67,97.46
3322,Associative,44,66,23.65
3323,Additive,86,56,27.01
3324,Associative,24,68,9.39
3325,Additive,51,32,97.56
3326,Associative,58,66,70.93
3327,Associative,90,29,2.2
3328,Additive,94,66,70.73
3329,Additive,33,34,41.01
3330,Associative,16,27,96.79
3331,Additive,22,60,28.46
3332,Additive,57,39,71.32
3333,Additive,62,44,63.12
3334,Associative,82,82,2.19
3335,Associative,71,36,88.64
3336,Additive,90,19,14.82
3337,Additive,72,91,66.7
3338,Additive,70,45,77.78
3339,Associative,30,84,63.46
3340,Associative,23,21,10.61
3341,Additive,32,23,97.54
3342,Additive,86,94,24.44
3343,Additive,57,89,63.16
3344,Additive,9,95,79.92
3345,Additive,31,27,93.98
3346,Additive,71,98,60.8
3347,Associative,9,72,26.65
3348,Additive,13,19,83.83
3349,Associative,58,41,17.16
3350,Additive,3,26,3.21
3351,Additive,35,28,90.91
3352,Associative,97,64,57.96
3353,Associative,21,68,7.89
3354,Associative,64,95,58.39
3355,Associative,95,80,15.36
3356,Additive,52,51,4.11
3357,Associative,34,74,12.54
3358,Additive,96,48,77.74
3359,Associative,35,10,75.81
3360,Additive,15,73,60.83
3361,Additive,96,39,21.72
3362,Additive,6,100,74.16
3363,Additive,85,100,41.4
3364,Additive,97,19,51.56
3365,Additive,32,64,89.87
3366,Associative,52,19,46.33
3367,Additive,83,76,63.01
3368,Associative,97,62,96.21
3369,Associative,28,13,45.69
3370,Additive,95,25,56.51
3371,Associative,85,100,58.86
3372,Additive,98,89,24.83
3373,Associative,64,92,73.96
3374,Additive,79,42,72.94
3375,Associative,78,39,22.14
3376,Additive,19,30,2.32
3377,Additive,15,5,99.9
3378,Additive,6,81,58.58
3379,Additive,73,18,18.92
3380,Associative,84,21,29.07
3381,Additive,98,86,62.16
3382,Associative,38,50,14.62
3383,Associative,26,6,4.69
3384,Associative,82,50,80.05
3385,Additive,92,80,71.87
3386,Associative,51,66,31.65
3387,Associative,73,1,6.79
3388,Associative,96,57,49.14
3389,Additive,53,30,28.34
3390,Additive,56,58,40.38
3391,Associative,59,52,28.12
3392,Additive,70,37,18.35
3393,Additive,78,48,39.31
3394,Associative,92,87,96.52
3395,Associative,58,1,27.36
3396,Additive,88,19,34.26
3397,Associative,13,46,33.59
3398,Additive,43,67,48.55
3399,Additive,76,2,84.51
3400,Additive,51,56,40.81
3401,Additive,19,17,80.81
3402,Additive,21,92,12.39
3403,Additive,91,82,89.6
3404,Associative,83,97,19.35
3405,Associative,24,79,4.88
3406,Additive,26,22,16.68
3407,Additive,45,27,19.88
3408,Additive,28,55,51.34
3409,Associative,82,32,45.54
3410,Additive,100,60,71.87
3411,Associative,29,83,6.04
3412,Additive,17,28,50.27
3413,Additive,68,28,33.91
3414,Associative,44,74,63.44
3415,Associative,61,84,5.33
3416,Additive,93,25,4.46
3417,Additive,68,85,43.3
3418,Additive,74,78,81.32
3419,Associative,25,86,67.44
3420,Associative,95,26,2.65
3421,Associative,67,75,18.67
3422,Associative,2,71,23.45
3423,Associative,89,17,42.88
3424,Associative,49,82,59.08
3425,Additive,70,7,22.43
3426,Additive,26,56,38.87
3427,Associative,72,64,58.81
3428,Additive,99,20,38.96
3429,Additive,27,38,15.17
3430,Associative,89,75,49.67
3431,Additive,18,58,33.08
3432,Associative,54,16,86.55
3433,Associative,1,51,77.79
3434,Additive,61,27,19.84
3435,Associative,3,51,16.11
3436,Associative,68,75,35.42
3437,Associative,41,16,41.81
3438,Associative,37,87,93.27
3439,Associative,51,60,30.86
3440,Associative,15,76,86.89
3441,Associative,8,40,51.03
3442,Associative,38,67,88.68
3443,Additive,83,2,70.49
3444,Additive,56,48,71.13
3445,Additive,47,52,52.36
3446,Associative,90,24,84.19
3447,Associative,10,93,26.19
3448,Additive,78,98,90.83
3449,Additive,49,84,64.04
3450,Additive,41,82,44.43
3451,Associative,83,78,98.24
3452,Additive,30,82,86.34
3453,Additive,5,2,77.43
3454,Associative,95,65,28.12
3455,Additive,71,20,97.4
3456,Associative,83,34,74.56
3457,Associative,31,41,60.92
3458,Associative,52,41,92.26
3459,Additive,88,75,17.06
3460,Additive,98,91,14.76
3461,Associative,23,23,56.81
3462,Additive,48,38,6.61
3463,Additive,40,44,66.73
3464,Additive,6,67,24.83
3465,Additive,38,62,12.78
3466,Associative,41,12,41.54
3467,Additive,100,30,47.13
3468,Associative,27,95,17.88
3469,Associative,75,87,5.11
3470,Additive,69,65,41.99
3471,Associative,57,41,76.19
3472,Additive,17,20,87.55
3473,Additive,71,6,10.66
3474,Associative,91,75,52.94
3475,Associative,47,99,27.08
3476,Associative,79,4,38.09
3477,Associative,13,93,93.41
3478,Additive,11,10,35.86
3479,Additive,90,51,37.17
3480,Additive,86,93,21.73
3481,Associative,92,38,96.04
3482,Associative,24,1,46.19
3483,Associative,93,8,57.47
3484,Additive,73,81,45.86
3485,Associative,4,83,26.04
3486,Additive,46,63,81.23
3487,Associative,18,33,3.82
3488,Additive,43,15,69.33
3489,Additive,80,31,59.83
3490,Associative,33,21,15.28
